num,tokens
1596,"['souped-up', 'wi-fi', 'horizon', 'super', 'high-speed', 'wireless', 'datum', 'network', 'could', 'soon', 'use', 'uk', 'government', 'wireless', 'watchdog', 'seek', 'help', 'good', 'way', 'regulate', 'technology', 'behind', 'network', 'call', 'ultra', 'wideband', 'uwb', 'ofcom', 'want', 'ensure', 'arrival', 'uwb-use', 'device', 'cause', 'problem', 'already', 'use', 'part', 'radio', 'spectrum', 'uwb', 'make', 'possible', 'stream', 'huge', 'amount', 'datum', 'air', 'short', 'distance', 'one', 'likely', 'use', 'uwb', 'make', 'possible', 'send', 'dvd', 'quality', 'video', 'image', 'wirelessly', 'tv', 'screen', 'let', 'people', 'beam', 'music', 'medium', 'player', 'around', 'home', 'technology', 'potential', 'transmit', 'hundred', 'megabit', 'datum', 'per', 'second', 'uwb', 'could', 'also', 'use', 'create', 'so-called', 'personal', 'area', 'network', 'let', 'person', 'gadget', 'quickly', 'easily', 'swap', 'datum', 'amongst', 'technology', 'work', 'range', '10', 'metre', 'use', 'billion', 'short', 'radio', 'pulse', 'every', 'second', 'carry', 'datum', 'recent', 'consumer', 'electronics', 'show', 'la', 'vegas', 'product', 'uwb', 'chip', 'built-in', 'get', 'first', 'public', 'airing', 'currently', 'use', 'uwb', 'allow', 'uk', 'strict', 'licence', 'scheme', 'seek', 'opinion', 'industry', 'find', 'whether', 'allow', 'uwb', 'licence-exempt', 'basis', 'say', 'spokesman', 'ofcom', 'company', '24', 'march', 'respond', 'april', 'ec', 'due', 'start', 'consultation', 'Europe-wide', 'adoption', 'uwb', 'cross-europe', 'body', 'radio', 'regulator', 'know', 'European', 'conference', 'postal', 'telecommunications', 'administration', 'cept', 'carry', 'research', 'harmonisation', 'programme', 'early', 'sight', 'cept', 'work', 'cause', 'controversy', 'think', 'over-emphasise', 'uwb', 'potential', 'interfere', 'exist', 'user', 'contrast', 'preliminary', 'ofcom', 'report', 'find', 'would', 'quite', 'straight-forward', 'deploy', 'uwb', 'without', 'cause', 'problem', 'already', 'use', 'ofcom', 'spokesman', 'say', 'consider', 'impose', 'mask', 'set', 'technical', 'restriction', 'uwb-use', 'device', 'would', 'want', 'device', 'strict', 'control', 'power', 'level', 'transmit', 'long', 'way', 'wide', 'area', 'say', 'despite', 'current', 'restriction', 'technology', 'already', 'use', 'Cambridge-based', 'ubisense', '40', 'customer', 'around', 'world', 'use', 'short-range', 'radio', 'technology', 'say', 'david', 'theriault', 'standard', 'regulatory', 'liaison', 'ubisense', 'say', 'uwb', 'drive', 'novel', 'way', 'interact', 'computer', 'like', '3d', 'mouse', 'time', 'say', 'say', 'European', 'decision', 'uwb', 'ally', 'ieee', 'decision', 'exact', 'specification', 'would', 'help', 'drive', 'adoption', 'prior', 'adoption', 'way', 'gadget', 'computer', 'communicate', 'uwb', 'use', 'sense', 'technology', 'use', 'spot', 'thing', 'crack', 'surface', 'runway', 'help', 'fireman', 'detect', 'people', 'wall']"
1597,"['kewell', 'wait', 'injury', 'drag', 'liverpool', 'winger', 'harry', 'kewell', 'struggle', 'recover', 'achilles', 'tendinitis', 'problem', 'may', 'recover', 'march', 'claim', 'agent', 'kewell', '26', 'hope', 'play', 'Fulham', 'last', 'weekend', 'ready', 'champion', 'league', 'tie', 'bay', 'leverkusen', '22', 'February', 'bernie', 'mandic', 'say', ':', 'scan', 'show', 'anything', 'substantial', 'despite', 'good', 'effort', 'moment', 'simply', 'shake', 'discomfort', 'get', 'back', 'park', 'mandic', 'continue', 'Sydney', 'morning', 'herald', ':', 'harry', 'struggle', 'bit', 'club', 'everything', 'get', 'right', 'harry', 'desperate', 'fit', 'fulham', 'game', 'part', 'plan', 'play', 'Leverkusen', 'match', 'kewell', 'play', 'since', 'December', '19', 'miss', 'international', 'duty', 'week', 'australia', 'face', 'south', 'africa', 'durban', 'Wednesday']"
1598,"['pop', 'band', 'bust', 'take', 'break', 'chart-topping', 'pop', 'band', 'bust', 'confirm', 'plan', 'take', 'break', 'follow', 'rumour', 'verge', 'splitting', 'statement', 'band', 'record', 'company', 'universal', 'say', 'frontman', 'charlie', 'simpson', 'plan', 'spend', 'time', 'work', 'band', 'fightstar', 'however', 'say', 'bust', 'would', 'reconvene', 'due', 'course', 'band', 'eight', 'top', 'three', 'hit', 'include', 'four', 'number', 'one', 'since', 'first', 'hit', 'chart', '2002.', 'single', 'include', 'go', 'school', 'year', '3000', 'crash', 'wedding', 'say', 'david', 'band', 'also', 'include', 'member', 'matt', 'jay', 'james', 'bourne', 'make', 'top', 'ten', 'self-titled', 'debut', 'album', 'well', 'follow-up', 'present', 'everyone', '2003.', 'win', 'good', 'pop', 'act', 'good', 'breakthrough', 'act', '2004', 'brit', 'award', 'nominate', 'good', 'British', 'group', 'recently', 'top', 'chart', 'theme', 'live-action', 'film', 'version', 'thunderbird', 'vote', 'record', 'year', 'itv1', 'show', 'band', 'capitalise', 'craze', 'artist', 'play', 'catchy', 'pop', 'music', 'rock', 'overtone', 'trio', 'see', 'alternative', 'manufacture', 'artist', 'consider', 'credible', 'musician', 'write', 'song', 'play', 'instrument', 'however', 'recent', 'rumour', 'suggest', 'Simpson', 'want', 'quit', 'band', 'focus', 'fightstar', 'plan', 'take', 'fightstar', 'tour']"
1599,"['Irish', 'company', 'hit', 'Iraqi', 'report', 'share', 'Irish', 'oil', 'company', 'petrel', 'resource', 'lose', '50', '%', 'value', 'report', 'firm', 'fail', 'win', 'contract', 'Iraq', 'reuters', 'news', 'agency', 'report', 'iraq', 'oil', 'ministry', 'award', 'first', 'post-war', 'oilfield', 'contract', 'Canadian', 'Turkish', 'company', '1700', 'gmt', 'petrel', 'share', 'fall', '97p', '$', '1.87', '44p', '$', '0.85', 'petrel', 'say', 'receive', 'information', 'Iraqi', 'authority', 'confirm', 'deny', 'report', 'Iraq', 'seek', 'award', 'contract', 'three', 'project', 'value', '$', '500m', '¬', '£', '258.5m', 'turkey', 'everasia', 'report', 'reuters', 'win', 'contract', 'develop', 'khurmala', 'dome', 'field', 'north', 'country', 'Canadian', 'company', 'name', 'iog', 'report', 'win', 'contract', 'run', 'himrin', 'field', 'ironhorse', 'oil', 'gas', 'deny', 'reuters', 'company', 'question', 'two', 'project', 'aim', 'develop', 'khurmala', 'field', 'produce', '100', '000', 'barrel', 'per', 'day', 'raise', 'output', 'himrin', 'winner', 'contract', 'build', 'new', 'flow', 'line', 'build', 'gas', 'separation', 'station', 'contract', 'develop', 'suba-luhais', 'field', 'yet', 'award', 'iraq', 'oil', 'ministry', 'study', 'offer', 'iraq', 'cabinet', 'approve', 'oil', 'ministry', 'choice', 'company', 'first', 'deal', 'Iraq', 'sign', 'foreign', 'oil', 'company', 'Iraq', 'still', 'try', 'boost', 'production', 'capacity', 'match', 'level', 'last', 'see', 'eighty', 'war', 'iran', 'oil', 'official', 'hope', 'double', 'iraq', 'output', 'end', 'decade']"
1600,"['security', 'paper', 'find', 'street', 'inquiry', 'way', 'file', 'contain', 'security', 'detail', 'Pakistani', 'president', 'visit', 'london', 'find', 'member', 'public', 'file', 'believe', 'contain', 'detailed', 'security', 'arrangement', 'gen', 'Pervez', 'musharraf', 'visit', 'week', 'include', 'police', 'code', 'scotland', 'yard', 'say', 'police', 'operation', 'review', 'spokesman', 'say', 'president', 'musharraf', 'safety', 'compromise', 'paper', 'hand', 'promptly', 'discuss', 'responsible', 'document', 'contain', 'police', 'arrangement', 'official', 'visit', 'say', 'spokesman', 'paper', 'believe', 'find', 'member', 'public', 'street', 'mayfair', 'give', 'mirror', 'newspaper', 'police', 'spokesman', 'say', 'newspaper', 'hand', 'report', 'Monday', 'force', 'directorate', 'professional', 'standard', 'investigate', 'circumstance', 'surround', 'loss', 'document', 'say', 'gen', 'musharraf', 'hold', 'talk', 'tony', 'blair', 'Monday', 'arrive', 'britain', 'Sunday', 'night', 'fly', 'unite', 'state', 'meet', 'president', 'george', 'w', 'bush', 'due', 'visit', 'Pakistani', 'community', 'manchester', 'Tuesday', 'afternoon']"
1601,"['us', 'casino', 'trick', 'face', 'ban', 'Uk', 'controversial', 'new', 'uk', 'casino', 'ban', 'use', 'American', 'trick', 'trade', 'ensure', 'socially', 'responsible', 'suggest', 'culture', 'secretary', 'tessa', 'jowell', 'say', 'propose', 'super-casino', 'different', 'us', 'counterpart', 'america', 'pheromone', 'reportedly', 'release', 'machine', 'encourage', 'aggressive', 'gambling', 'clock', 'often', 'remove', 'wall', 'eight', 'super-casino', 'propose', '2010', 'gambling', 'bill', 'become', 'law', 'Ms', 'jowell', 'say', 'legislation', 'would', 'ban', 'psychological', 'trickery', 'tell', 'time', ':', 'British', 'casino', 'quite', 'different', 'overseas', 'act', 'socially', 'responsible', 'way', 'tightly', 'regulate', 'run', 'accord', 'British', 'rule', 'simply', 'allow', 'trick', 'people', 'subject', 'unawares', 'increase', 'risk', 'problem', 'gambling', 'one', 'tactic', 'use', 'us', 'simulate', 'daylight', 'night-time', 'lull', 'player', 'remain', 'table', 'slot', 'machine', 'casino', 'also', 'frequently', 'offer', 'free', 'food', 'drink', 'hotel', 'accommodation', 'keep', 'punter', 'bet', 'spokesman', 'British', 'casino', 'association', 'represent', 'Uk', 'industry', 'say', 'government', 'try', 'allay', 'fear', 'Uk', 'la', 'vegas', 'say', 'way', 'licence', 'award', 'mean', 'uk', 'firm', 'massive', 'disadvantage', 'foreign', 'company', 'would', 'certain', 'win', 'contract', 'Uk', 'industry', 'one', 'world', 'respect', 'say', 'low', 'level', 'problem', 'gambling', 'world', 'certainly', 'use', 'pheremones', 'Uk', 'gambling', 'industry', 'totally', 'freeze', 'time', 'foreign', 'company', 'take']"
1602,"['abbas', 'tolerate', 'attack', 'Palestinian', 'leader', 'mahmoud', 'abbas', 'say', 'tolerate', 'attack', 'last', 'Friday', 'suicide', 'bombing', 'Israeli', 'city', 'Tel', 'Aviv', 'interview', 'ahead', 'meeting', 'london', 'discuss', 'Palestinian', 'reform', 'Mr', 'abbas', 'say', 'attack', 'Palestinian', 'interest', 'Palestinian', 'authority', 'pa', 'exert', '100', '%', 'effort', 'end', 'violence', 'Mr', 'abbas', 'add', 'attack', 'kill', 'five', 'first', 'kind', 'since', 'take', 'office', 'Mr', 'abbas', 'confirm', 'Israel', 'share', 'information', 'pa', 'hunt', 'organiser', 'attack', 'Israeli', 'government', 'refuse', 'accept', 'syria', 'denial', 'implicate', 'nightclub', 'bombing', 'Israeli', 'official', 'give', 'intelligence', 'briefing', 'foreign', 'ambassador', 'Monday', 'explain', 'syria', 'alleged', 'involvement', 'British', 'foreign', 'minister', 'jack', 'straw', 'say', 'continue', 'stream', 'information', 'suggest', 'Palestinian', 'militant', 'group', 'operate', 'within', 'syria', 'email', 'interview', 'British', 'newspaper', 'independent', 'Mr', 'abbas', 'say', ':', 'believe', 'peace', 'possible', 'ready', 'negotiate', 'Israel', 'reach', 'true', 'lasting', 'peace', 'base', 'justice', 'international', 'legitimacy', 'add', ':', 'opportunity', 'would', 'irresponsible', 'israelis', 'world', 'allow', 'slip', 'away', 'Tuesday', 'meeting', 'Palestinian', 'reform', 'host', 'British', 'prime', 'minister', 'tony', 'Blair', 'also', 'due', 'attend', 'us', 'secretary', 'state', 'condoleezza', 'rice', 'un', 'secretary', 'general', 'kofi', 'Annan', 'world', 'bank', 'official', 'foreign', 'minister', '23', 'European', 'Arab', 'country', 'conference', 'vital', 'step', 'renew', 'peace', 'process', 'Mr', 'straw', 'say', 'high-level', 'attendance', 'reflect', 'sense', 'momentum', 'opportunity', 'create', 'recent', 'event', 'add', 'spokesman', 'Mr', 'Blair', 'say', 'prime', 'minister', 'expect', 'conference', 'discuss', 'comprehensive', 'co-ordinate', 'practical', 'work', 'plan', 'Palestinian', 'authority', 'international', 'community', 'Israel', 'attend', 'say', 'closely', 'watch', 'outcome']"
1603,"['hacker', 'threat', 'apple', 'itune', 'user', 'apple', 'music', 'jukebox', 'itune', 'need', 'update', 'software', 'avoid', 'potential', 'security', 'threat', 'hacker', 'build', 'malicious', 'playlist', 'file', 'could', 'crash', 'program', 'let', 'seize', 'control', 'computer', 'insert', 'Trojan', 'code', 'new', 'version', 'itune', 'available', 'apple', 'website', 'solve', 'problem', 'security', 'firm', 'idefence', 'notify', 'user', 'problem', 'recommend', 'user', 'upgrade', 'itune', 'version', '4.7.1', 'problem', 'affect', 'user', 'itune', 'window', 'mac', 'os', 'run', 'version', '4.7', 'early', 'user', 'automatically', 'upgrade', 'itune', 'open', 'look', 'update', 'window', 'program', 'security', 'firm', 'say', 'user', 'avoid', 'click', 'access', 'playlist', 'file', 'file', 'extension', '.pls', '.m3u', 'come', 'unknown', 'source', 'itunes', 'world', 'popular', 'online', 'music', 'store', '200', 'million', 'song', 'downloaded', 'since', 'launch', '2003', '.']"
1604,"['ds', 'aim', 'touch', 'gamers', 'mobile', 'gaming', 'industry', 'set', 'explode', '2005', 'number', 'high-profile', 'device', 'offer', 'range', 'gaming', 'feature', 'movie', 'music', 'playback', 'market', 'leader', 'nintendo', 'however', 'release', 'handheld', 'console', 'say', 'revolutionise', 'way', 'game', 'play', 'first', 'striking', 'thing', 'ds', 'retro', 'look', 'far', 'look', 'like', 'mould-breaking', 'handheld', 'look', 'like', 'Nintendo', 'dig', 'mould', '1980s', 'handheld', 'prototype', 'lightweight', 'clam', 'shell', 'device', 'open', 'reveal', 'two', 'screen', 'switch', 'instantly', 'reveal', 'pedigree', 'screen', 'crisp', 'clear', 'bottom', 'two', 'touch', 'sensitive', 'Nintendo', 'give', 'developer', 'free', 'rein', 'utilise', 'dual', 'screen', 'ability', 'control', 'action', 'simply', 'touch', 'screen', 'Japanese', 'gaming', 'giant', 'hope', 'ds', 'maintain', 'firm', 'pre-eminence', 'increasingly-competitive', 'mobile', 'gaming', 'market', 'Nintendo', 'first', 'launch', 'gameboy', 'console', '1989', 'dominate', 'market', 'ever', 'since', 'lead', 'longer', 'take', 'grant', 'sony', 'enter', 'market', 'later', 'year', 'playstation', 'portable', 'start-up', 'company', 'gizmondo', 'tapwave', 'zodiac', 'also', 'offer', 'hybrid', 'device', 'believe', 'ds', 'appeal', 'age', 'gender', 'gamers', 'skill', 'say', 'david', 'yarnton', 'nintendo', 'europe', 'general', 'manager', 'say', 'recent', 'press', 'launch', 'handheld', 'two', 'screen', 'wireless', 'connectivity', 'backwards', 'compatibility', 'gameboy', 'advance', 'ds', 'certainly', 'number', 'unique', 'selling', 'point', 'go', 'sale', 'us', 'mid-november', 'price', '$', '150', 'Nintendo', 'say', 'sale', 'exceed', 'expectation', 'without', 'give', 'detailed', 'figure', 'japan', 'europe', 'wait', 'first', 'quarter', '2005', 'get', 'device', 'two', 'million', 'pre-order', 'device', 'japan', 'nintendo', 'confident', 'keep', 'number', 'one', 'spot', 'device', 'prove', 'revolutionary', 'claim', 'game', 'ship', 'demo', 'metroid', 'hunter', '3d', 'action', 'title', 'play', 'alone', 'group', 'friend', 'use', 'machine', 'wireless', 'capability', 'certainly', 'look', 'impressive', 'small', 'machine', 'play', 'smoothly', 'even', 'group', 'people', 'game', 'control', 'use', 'supply', 'stylus', 'aim', 'top', 'screen', 'use', 'navigate', 'action', 'bottom', 'screen', 'offer', 'top-down', 'map', 'ability', 'switch', 'weapon', 'certainly', 'unique', 'control', 'method', 'make', 'aim', 'control', 'little', 'disorientate', 'super', 'Mario', '64', 'ds', 'faithful', 're-creation', 'nintendo', '64', 'classic', 'host', 'new', 'mini-game', 'new', 'level', 'game', 'look', 'stunning', 'portable', 'machine', 'sound', 'impressive', 'small', 'machine', 'one', 'thing', 'certain', 'hardened', 'gamers', 'learn', 'adapt', 'new', 'way', 'play', 'could', 'prove', 'accessible', 'way', 'gaming', 'novice', 'ultimately', 'success', 'failure', 'device', 'lie', 'hand', 'developer', 'manage', 'create', 'title', 'use', 'nintendo', 'ds', 'key', 'feature', 'whole', 'new', 'market', 'gamers', 'could', 'open', 'fear', 'touch', 'screen', 'voice', 'recognition', 'treat', 'little', 'gimmick']"
1605,"['house', 'price', 'rebound', 'say', 'halifax', 'uk', 'house', 'price', 'increase', '1.1', '%', 'December', 'first', 'monthly', 'rise', 'since', 'September', 'halifax', 'say', 'Uk', 'big', 'mortgage', 'lender', 'say', 'price', 'rise', '15.1', '%', 'whole', '2004', '2.8', '%', 'second', 'half', 'year', 'average', 'price', 'house', 'uk', 'stand', '¬', '£', '162', '086', 'halifax', 'say', 'survey', 'seem', 'fly', 'face', 'recent', 'evidence', 'Uk', 'housing', 'market', 'slow', 'substantially', 'response', 'interest', 'rate', 'rise', 'last', 'week', 'nationwide', 'say', 'house', 'price', 'fall', '0.2', '%', 'December', 'annual', 'inflation', 'run', 'three', 'year', 'low', 'Tuesday', 'figure', 'bank', 'England', 'show', 'number', 'mortgage', 'approve', 'Uk', 'fall', 'low', 'level', 'nearly', 'decade', 'new', 'loan', 'November', 'fall', '77', '000', '85', '000', 'October', 'low', 'rate', 'since', 'September', '1995', 'bank', 'England', 'say', 'growth', 'unsecured', 'lending', 'personal', 'loan', 'credit', 'card', 'also', 'slow', 'last', 'month', 'capital', 'economics', 'past', 'predict', 'sharp', 'fall', 'Uk', 'house', 'price', 'brand', 'halifax', 'finding', 'temporary', 'surprise', 'would', 'reverse', 'come', 'month', 'month', 'month', 'volatility', 'halifax', 'house', 'price', 'datum', 'distract', 'fact', 'clear', 'downward', 'trend', 'house', 'price', 'capital', 'economics', 'statement', 'say', 'expert', 'believe', 'five', 'interest', 'rate', 'rise', 'since', 'november', '2003', 'cut', 'borrower', 'appetite', 'debt', 'despite', 'record', 'price', 'rise', 'December', 'halifax', 'survey', 'conclude', 'continue', 'sign', 'genuine', 'slowdown', 'housing', 'market', 'martin', 'ellis', 'halifax', 'chief', 'economist', 'say', 'need', 'revise', 'bank', 'prediction', 'make', 'last', 'month', 'price', 'would', 'fall', '2', '%', '2005.', 'sound', 'housing', 'market', 'fundamental', 'continue', 'underpin', 'market', '2005', 'ensure', 'market', 'remain', 'healthy', 'house', 'price', 'fall', 'slightly', 'Mr', 'ellis', 'say', 'bank', 'prediction', '2', '%', 'price', 'drop', 'come', 'true', 'first', 'annual', 'fall', 'nine', 'year', 'bank', 'say', 'recent', 'pattern', 'house', 'price', 'rise', 'fast', 'north', 'england', 'continue', 'December', 'north', 'west', 'Yorkshire', 'humber', 'halifax', 'say', 'price', 'rise', '3', '%', '1.2', '%', 'two', 'region', 'respectively', 'month', 'send', 'scale', 'price', 'south', 'east', 'london', 'fall', '1.6', '%', '0.5', '%', 'respectively', 'big', 'decline', 'see', 'wale', 'price', 'fall', '6.2', '%', 'area', 'experience', 'strong', 'house', 'price', 'growth', '2004.', 'overall', 'halifax', 'say', 'price', 'final', 'quarter', '2004', '0.1', '%', 'high', 'previous', 'quarter', 'small', 'quarterly', 'rise', 'since', 'second', 'quarter', '2000', 'bank', 'say', 'result', 'annual', 'house', 'price', 'inflation', 'dip', '20', '%', 'final', 'month', '2004', '.']"
1606,"['profile', ':', 'david', 'blunkett', 'resign', 'position', 'home', 'secretary', 'Wednesday', 'david', 'blunkett', 'charge', 'substantial', 'body', 'government', 'portfolio', 'include', 'race', 'police', 'immigration', 'responsibility', 'run', 'home', 'office', 'include', 'civil', 'emergency', 'security', 'terrorism', 'expenditure', 'name', 'home', 'secretary', '2001', 'general', 'election', 'Mr', 'blunkett', 'see', 'focus', 'office', 'intensify', 'attack', 'world', 'trade', 'center', '11', 'September', '2001', 'heightened', 'concern', 'security', 'immigration', 'particular', 'labour', 'loyalist', 'work', 'class', 'background', 'Mr', 'blunkett', '57', 'unafraid', 'push', 'tough', 'change', 'labour', 'policy', 'recently', 'issue', 'identity', 'card', 'provoke', 'controversy', 'question', 'raise', 'cost', 'invasion', 'civil', 'liberty', 'Mr', 'blunkett', 'also', 'centre', 'humiliate', 'scandal', 'involve', 'former', 'immigration', 'minister', 'beverly', 'hughes', 'receive', 'full', 'backing', 'Ms', 'hughes', 'force', 'resign', 'april', 'abuse', 'visa', 'processing', 'system', 'claim', 'unaware', 'Mr', 'blunkett', 'comment', 'immigration', 'prompt', 'censure', 'tell', 'refugee', 'afghanistan', 'kosovo', 'get', 'back', 'home', 'start', 'rebuild', 'country', 'also', 'urge', 'people', 'ethnic', 'minority', 'develop', 'sense', 'belong', 'britain', 'tell', 'speak', 'English', 'home', 'avoid', 'political', 'correctness', 'second', 'nature', 'former', 'home', 'secretary', 'spurn', 'metropolitan', 'elite', 'airy', 'fairy', 'libertarian', 'earlier', 'year', 'coin', 'phrase', 'liberati', 'amalgam', 'glitterati', 'liberal', 'yet', 'January', 'year', 'court', 'controversy', 'seemingly', 'liberal', 'reclassification', 'cannabis', 'grade', 'b', 'grade', 'c', 'status', 'drug', 'recent', 'furore', 'Mr', 'blunkett', 'always', 'appear', 'interested', 'politics', 'personal', 'life', 'Mr', 'blunkett', 'tell', 'daily', 'telegraph', '2001', 'continue', 'wear', 'wedding', 'ring', 'spite', 'divorcee', 'useful', 'way', 'ensure', 'people', 'casually', 'think', 'available', 'add', ':', 'available', 'get', 'job', 'Mr', 'blunkett', 'enter', 'parliament', 'sheffield', 'brightside', '1987', 'first', 'contest', 'sheffield', 'hallam', 'seat', '1974.', 'one', 'blind', 'mps', 'first', 'reach', 'front', 'bench', 'cabinet', 'relax', 'performance', 'guide', 'dog', 'side', 'despatch', 'box', 'labour', 'party', 'national', 'executive', 'conference', 'platform', 'make', 'easy', 'forget', 'disability', 'Mr', 'blunkett', 'describe', 'able', 'see', 'simply', 'inconvenience', 'use', 'braille', 'speech', 'brief', 'official', 'tape', 'also', 'sharp', 'tongue', 'time', 'pragmatic', 'approach', 'politics', 'Mr', 'blunkett', 'school', 'sheffield', 'lead', 'city', 'council', 'seven', 'year', 'enter', 'commons', 'chair', 'labour', 'party', 'nationally', 'unifying', 'force', '80s', '90s', 'shadow', 'health', 'education', 'tony', 'Blair', 'first', 'government', 'Mr', 'blunkett', 'put', 'charge', 'education', 'employment', 'win', 'big', 'increase', 'fund', 'school', 'insist', 'improve', 'standard', 'literacy', 'numeracy', 'prepare', 'stand', 'teaching', 'union', 'sometimes', 'heckle', 'speech', 'policy', 'charge', 'university', 'student', 'tuition', 'fee', 'popular', 'labour', 'party', 'regard', 'loyal', 'colleague', 'conciliator', 'avoid', 'faction', 'man', 'whose', 'humour', 'determination', 'make', 'widely', 'popular', 'wry', 'smile', 'well', '1999', 'guide', 'dog', 'lucy', 'throw', 'chamber', 'speech', 'Tory', 'opponent', 'lucy', 'replace', 'half-sister', 'sadie', 'black', 'labrador-curly-coated', 'retriever', 'cross', '2003', 'nearly', 'decade', 'Mr', 'blunkett', 'side']"
1607,"['us', 'trade', 'deficit', 'widen', 'sharply', 'gap', 'us', 'export', 'import', 'widen', '$', '60bn', '¬', '£', '31.7bn', 'all-time', 'record', 'figure', 'commerce', 'department', 'November', 'show', 'export', '2.3', '%', '$', '95.6bn', 'import', 'grow', '1.3', '%', '$', '155.8bn', 'rise', 'consumer', 'demand', 'part', 'expand', 'deficit', 'come', 'high', 'price', 'oil', 'import', 'number', 'suggest', 'slide', 'dollar', 'make', 'export', 'less', 'expensive', 'little', 'impact', 'could', 'indicate', 'slow', 'economic', 'growth', 'trade', 'deficit', 'far', 'big', '$', '54bn', 'widely', 'expect', 'wall', 'street', 'prompt', 'rapid', 'response', 'currency', 'market', '1650', 'gmt', 'dollar', 'trade', 'euro', '$', '1.3280', 'almost', 'cent', 'half', 'weak', 'announcement', 'pound', 'dollar', '0.7', '%', '$', '1', '8923.', 'dollar', 'fall', 'sudden', 'violent', 'appropriate', 'give', 'number', 'say', 'brian', 'taylor', 'well', 'fargo', 'Minneapoli', 'recent', 'exchange', 'rate', 'movement', 'certainly', 'impact', 'yet', 'treasury', 'secretary', 'john', 'snow', 'put', 'brave', 'face', 'news', 'say', 'sign', 'strong', 'economic', 'expansion', 'economy', 'grow', 'fast', 'rate', 'generate', 'lot', 'disposable', 'income', '...', 'use', 'buy', 'good', 'trading', 'partner', 'although', 'white', 'house', 'officially', 'still', 'back', 'us', 'traditional', 'strong', 'dollar', 'policy', 'tacitly', 'indicate', 'would', 'happy', 'slide', 'continue', 'dollar', 'fall', '50', '%', 'euro', 'well', '30', '%', 'yen', 'past', 'three', 'year', 'main', 'catalyst', 'economist', 'accept', 'large', 'budget', 'deficit', 'one', 'hand', 'current', 'account', 'deficit', 'difference', 'flow', 'money', 'us', 'trade', 'deficit', 'large', 'part', 'latter', 'November', 'fall', 'export', 'largely', 'due', 'decline', 'sale', 'industrial', 'supply', 'material', 'chemical', 'well', 'car', 'consumer', 'good', 'food', 'one', 'small', 'bright', 'spot', 'us', 'policy-maker', 'slight', 'decline', 'deficit', 'china', 'often', 'blame', 'job', 'loss', 'economic', 'woe', 'although', 'china', 'overall', 'trade', 'surplus', 'expand', 'accord', 'Chinese', 'government', 'figure', 'commerce', 'department', 'reveal', 'us', 'deficit', 'china', '$', '19.6bn', 'November', '$', '19.7bn', 'month', 'deficit', 'japan', 'bad', 'four', 'year']"
1608,"['game', 'warning', 'must', 'clear', 'violent', 'video', 'game', 'carry', 'large', 'warning', 'parent', 'understand', 'child', 'play', 'trade', 'industry', 'secretary', 'say', 'Patricia', 'Hewitt', 'expect', 'call', 'law', 'ban', 'sale', '18-rated', 'game', 'child', 'enforce', 'well', 'game', 'industry', 'meeting', 'Sunday', 'concern', 'many', 'child', 'play', 'game', 'aim', 'adult', 'include', 'high', 'level', 'violence', 'parent', 'expect', 'spend', 'million', 'video', 'game', 'christmas', 'present', 'violent', 'game', 'hit', 'controversy', 'game', 'manhunt', 'blame', 'parent', '14-year-old', 'stefan', 'pakeerah', 'stab', 'death', 'leicester', 'February', 'mother', 'giselle', 'say', 'son', 'killer', 'warren', 'leblanc', '17', 'jail', 'life', 'September', 'mimic', 'behaviour', 'game', 'police', 'investigate', 'stefan', 'murder', 'dismiss', 'influence', 'manhunt', 'part', 'legal', 'case', 'ahead', 'Sunday', 'meeting', 'london', 'ms', 'hewitt', 'say', 'proud', 'Uk', 'vibrant', 'game', 'industry', 'concern', 'many', 'child', 'play', 'game', 'sell', 'adult', 'Roger', 'Bennett', 'head', 'gaming', 'industry', 'body', 'elspa', 'say', 'ban', 'violent', 'game', 'would', 'wrong', 'say', ':', 'want', 'go', 'route', 'see', 'government', 'supportive', 'industry', 'government', 'hold', 'meeting', 'Friday', 'industry', 'retail', 'representative', 'well', 'British', 'board', 'film', 'classification', 'discuss', 'label', 'make', 'clear', 'Ms', 'hewitt', 'say', ':', 'adult', 'treat', 'adult', 'child', 'child', 'important', 'retailer', 'respect', 'classification', 'sell', 'game', 'high', 'level', 'violence', 'minor', 'equally', 'parent', 'need', 'know', 'might', 'buy', 'child', 'video', 'game', 'different', 'film', 'video', 'parent', 'grow', 'play', 'game', 'way', 'child', 'need', 'look', 'carefully', 'improve', 'content', 'warning', 'strengthen', 'sale', 'enforcement', 'call', 'back', 'culture', 'medium', 'sport', 'secretary', 'tessa', 'jowell', 'say', ':', 'let', 'child', 'watch', 'texas', 'chainsaw', 'massacre', 'let', 'go', 'strip', 'club', 'let', 'play', '18-rated', 'game', 'principle', 'adult', 'make', 'informed', 'choice', 'child', 'always', 'need', 'protect', 'anyone', 'convict', 'sell', '18-rated', 'game', 'child', 'jail', 'six', 'month', 'fine', '¬', '£', '5', '000.', 'rockstar', 'game', 'maker', 'manhunt', 'say', 'past', 'market', 'game', 'responsibly', 'target', 'advert', 'adult']"
